Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,ChurnIndicator,Churn Category,Churn Reason,Churn Score,City,CLTV,Contract,Country,CustomerID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,MonthlyCharges,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,CallDuration,DataUsage,Location,ServicePlan,Complaints,Tenure,SessionCount,CongestionRisk,Cost,Profit,ChurnLabel
53,0,14.86,0,Unknown,Unknown,30,Los Angeles,4808,Two Year,United States,4086-WITJG,Stayed,1,0,Male,0,Fiber Optic,"34.027337, -118.28515",34.027337,-118.28515,1,19.7,0,1,8,Offer A,0,0,0,1,Credit Card,1,45025,0,Q3,1,5,0,California,0,0,0,71,1301.1,0,1055.06,0.0,2356.16,0,0,90007,2597,11.275515,Bhaktapur,Two Year,6,43,3,High,68.8532719039917,-49.153271903991694,0.0
74,9,3.29,1,Attitude,Attitude of service provider,89,Glencoe,3834,Month-to-Month,United States,4086-YQSNZ,Churned,0,0,Female,1,Fiber Optic,"38.358464, -120.579304",38.358464,-120.579304,1,80.4,0,0,1,Offer E,0,0,1,1,Bank Withdrawal,1,21,0,Q3,1,2,1,California,0,0,1,3,224.05,0,9.87,0.0,233.92,0,1,95232,3626,41.625515,Bhaktapur,Month-to-Month,6,43,3,High,134.95827247619627,-54.558272476196265,1.0
42,8,1.64,0,Unknown,Unknown,70,Anaheim,3641,Month-to-Month,United States,4090-KPJIP,Joined,0,0,Female,1,Fiber Optic,"33.83796, -117.870494",33.83796,-117.870494,0,74.95,1,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,34398,0,Q3,0,5,0,California,0,0,0,3,212.4,0,4.92,27.6,189.72,0,1,92806,2058,38.900517,Bhaktapur,Month-to-Month,6,43,3,High,99.51077476501465,-24.560774765014642,0.0
35,16,4.28,0,Unknown,Unknown,78,Fawnskin,5382,One Year,United States,4097-YODCF,Stayed,1,0,Male,1,Fiber Optic,"34.274846, -116.937581",34.274846,-116.937581,0,103.8,1,1,0,Offer C,1,1,1,0,Bank Withdrawal,1,414,0,Q3,0,4,0,California,1,1,1,34,3470.8,0,145.52,0.0,3616.32,0,1,92333,1715,53.325516,Bhaktapur,One Year,6,43,3,High,114.28827362060548,-10.488273620605483,0.0
51,22,22.83,0,Unknown,Unknown,20,Auburn,5441,Two Year,United States,4102-HLENU,Stayed,0,1,Female,1,Cable,"38.912881, -121.082766",38.912881,-121.082766,1,65.65,1,0,5,Unknown,1,1,0,1,Credit Card,1,24944,0,Q3,1,3,0,California,0,0,0,67,4322.85,0,1529.61,0.0,5852.46,0,1,95603,2499,34.250515,Bhaktapur,Two Year,6,43,3,High,101.3557724761963,-35.70577247619629,0.0
67,29,17.36,1,Competitor,Competitor made better offer,91,Sheep Ranch,5429,Month-to-Month,United States,4102-OQUPX,Churned,0,0,Male,1,Fiber Optic,"38.244806, -120.417301",38.244806,-120.417301,1,74.4,1,0,1,Unknown,0,0,1,1,Bank Withdrawal,1,88,0,Q3,1,3,1,California,0,0,0,1,74.4,30,17.36,0.0,121.76,0,0,95250,3283,38.625515,Bhaktapur,Month-to-Month,6,43,3,High,123.59827247619629,-49.19827247619628,1.0
42,9,35.7,1,Other,Moved,76,Emigrant Gap,2704,One Year,United States,4106-HADHQ,Churned,0,1,Male,1,DSL,"39.23754, -120.720196",39.23754,-120.720196,1,80.0,0,0,1,Unknown,0,1,0,1,Credit Card,1,185,1,Q3,1,1,0,California,1,1,1,39,3182.95,0,1392.3,0.0,4575.25,0,1,95715,2058,41.425514,Bhaktapur,One Year,6,43,3,High,103.2982713317871,-23.298271331787106,1.0
77,9,37.65,0,Unknown,Unknown,39,Menifee,5495,One Year,United States,4109-CYRBD,Stayed,0,0,Male,1,DSL,"33.653338, -117.178271",33.653338,-117.178271,1,51.6,1,0,1,Offer C,0,0,1,1,Bank Withdrawal,1,14068,0,Q3,1,5,1,California,0,0,0,29,1442.0,0,1091.85,0.0,2533.85,0,1,92584,3773,27.225515,Bhaktapur,One Year,6,43,3,High,116.29827304840089,-64.69827304840089,0.0
55,2,12.78,1,Attitude,Attitude of support person,84,La Palma,4206,Month-to-Month,United States,4112-LUEIZ,Churned,0,0,Male,1,Fiber Optic,"33.850504, -118.039892",33.850504,-118.039892,0,89.5,0,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,15505,0,Q3,0,3,0,California,1,1,1,10,863.1,0,127.8,0.0,990.9,0,1,90623,2695,46.175514,Bhaktapur,Month-to-Month,6,43,3,High,123.16327133178712,-33.663271331787115,1.0
25,76,7.31,0,Unknown,Unknown,53,Surfside,6494,One Year,United States,4114-QMKVN,Stayed,1,0,Female,1,DSL,"33.728273, -118.085304",33.728273,-118.085304,1,68.75,1,1,7,Unknown,1,1,0,1,Bank Withdrawal,1,174,0,Q3,1,3,0,California,1,1,0,56,3815.4,110,409.36,0.0,4334.76,1,0,90743,1225,35.800514,Bhaktapur,One Year,6,43,3,High,78.20077133178711,-9.45077133178711,0.0
72,28,16.36,0,Unknown,Unknown,25,San Diego,2415,One Year,United States,4115-NZRKS,Stayed,0,0,Female,1,Fiber Optic,"32.716007, -117.117462",32.716007,-117.117462,0,89.15,0,0,0,Unknown,0,0,1,0,Bank Withdrawal,1,47140,0,Q3,0,5,1,California,1,0,1,7,574.35,0,114.52,0.0,688.87,0,1,92102,3528,46.000515,Bhaktapur,One Year,6,43,3,High,139.5607724761963,-50.410772476196286,0.0
37,19,0.0,0,Unknown,Unknown,32,West Hills,4043,One Year,United States,4115-UMJFQ,Stayed,0,1,Male,1,DSL,"34.199787, -118.68493",34.199787,-118.68493,0,35.75,0,0,0,Unknown,1,0,1,0,Bank Withdrawal,0,23637,0,Q3,0,5,0,California,0,0,0,69,2492.25,150,0.0,0.0,2642.25,0,0,91307,1813,19.300514,Bhaktapur,One Year,6,43,3,High,65.2107713317871,-29.4607713317871,0.0
23,76,13.86,1,Attitude,Attitude of support person,76,Culver City,5393,Month-to-Month,United States,4116-TZAQJ,Churned,0,0,Female,1,Fiber Optic,"33.993991, -118.39704",33.993991,-118.39704,0,74.25,0,0,0,Unknown,0,1,1,0,Credit Card,1,31963,0,Q3,0,1,0,California,0,1,0,9,639.65,0,124.74,0.0,764.39,1,1,90230,1127,38.550514,Bhaktapur,Month-to-Month,6,43,3,High,80.3657713317871,-6.115771331787101,1.0
74,22,32.92,0,Unknown,Unknown,35,Redwood City,2125,One Year,United States,4118-CEVPF,Stayed,0,1,Female,1,Fiber Optic,"37.410567, -122.297152",37.410567,-122.297152,0,110.8,1,0,0,Unknown,1,1,1,0,Bank Withdrawal,1,25569,1,Q3,0,3,1,California,1,1,1,35,3836.3,110,1152.2,0.0,5098.5,0,0,94062,3626,56.825516,Bhaktapur,One Year,6,43,3,High,157.75827362060545,-46.95827362060545,0.0
67,21,34.8,0,Unknown,Unknown,28,Glendale,6423,Two Year,United States,4119-ZYPZY,Stayed,0,0,Male,1,Fiber Optic,"34.136306, -118.26036",34.136306,-118.26036,0,106.8,1,0,0,Unknown,1,0,1,0,Bank Withdrawal,1,17015,1,Q3,0,3,1,California,1,0,1,71,7623.2,0,2470.8,0.0,10094.0,0,1,91204,3283,54.825516,Bhaktapur,Two Year,6,43,3,High,147.89827362060547,-41.09827362060547,0.0
44,0,36.45,0,Unknown,Unknown,47,Ben Lomond,4455,One Year,United States,4121-AGSIN,Stayed,0,0,Female,0,Fiber Optic,"37.078873, -122.090386",37.078873,-122.090386,1,24.5,1,0,9,Unknown,0,0,1,1,Credit Card,1,6407,0,Q3,1,4,0,California,0,0,0,58,1497.9,0,2114.1,9.22,3602.78,0,0,95005,2156,13.675514,Bhaktapur,One Year,6,43,3,High,63.63327133178711,-39.13327133178711,0.0
24,42,43.02,0,Unknown,Unknown,54,Temple City,2739,Month-to-Month,United States,4130-MZLCC,Stayed,0,0,Female,1,DSL,"34.101608, -118.055848",34.101608,-118.055848,0,50.55,0,0,0,Unknown,1,0,0,0,Bank Withdrawal,1,32718,0,Q3,0,3,0,California,0,0,0,5,244.75,0,215.1,0.0,459.85,1,1,91780,1176,26.700514,Bhaktapur,Month-to-Month,6,43,3,High,63.570770759582516,-13.020770759582518,0.0
31,3,7.94,0,Unknown,Unknown,21,Davis Creek,5354,Month-to-Month,United States,4132-KALRO,Stayed,0,0,Female,1,Fiber Optic,"41.750354, -120.403885",41.750354,-120.403885,0,100.85,1,0,0,Offer E,0,0,1,0,Credit Card,1,104,1,Q3,0,4,0,California,1,1,1,4,399.25,10,31.76,0.0,441.01,0,0,96108,1519,51.850513,Bhaktapur,Month-to-Month,6,43,3,High,108.15577018737793,-7.305770187377931,0.0
32,24,28.86,0,Unknown,Unknown,76,Riverside,3851,Month-to-Month,United States,4134-BSXLX,Stayed,0,0,Male,1,Cable,"33.976328, -117.319786",33.976328,-117.319786,1,60.9,0,0,7,Offer C,1,1,0,1,Mailed Check,1,48649,1,Q3,1,3,0,California,0,0,0,28,1785.65,0,808.08,0.0,2593.73,0,1,92507,1568,31.875515,Bhaktapur,Month-to-Month,6,43,3,High,79.17327247619629,-18.27327247619629,0.0
54,11,42.93,0,Unknown,Unknown,34,Joshua Tree,4121,Month-to-Month,United States,4138-NAXED,Stayed,0,0,Male,1,Fiber Optic,"34.167236, -116.281511",34.167236,-116.281511,0,81.0,1,0,0,Unknown,1,0,0,0,Bank Withdrawal,1,8141,0,Q3,0,3,0,California,0,0,0,51,4085.75,10,2189.43,0.0,6285.18,0,0,92252,2646,41.925514,Bhaktapur,Month-to-Month,6,43,3,High,115.80827133178711,-34.80827133178711,0.0
53,6,0.0,0,Unknown,Unknown,45,Needles,5265,Two Year,United States,4139-DETXS,Stayed,0,1,Female,1,DSL,"34.711224, -114.702256",34.711224,-114.702256,1,64.45,0,0,0,Offer A,1,1,0,1,Bank Withdrawal,0,5488,1,Q3,0,4,0,California,1,1,1,72,4528.0,0,0.0,0.0,4528.0,0,1,92363,2597,33.650517,Bhaktapur,Two Year,6,43,3,High,102.41577476501465,-37.96577476501464,0.0
73,20,18.38,1,Attitude,Attitude of service provider,70,Oak View,3561,Month-to-Month,United States,4140-MUHUG,Churned,0,1,Female,1,Fiber Optic,"34.404544, -119.302118",34.404544,-119.302118,0,86.85,0,0,0,Unknown,0,0,1,0,Bank Withdrawal,1,6503,0,Q3,0,2,1,California,0,0,1,3,220.95,0,55.14,0.0,276.09,0,1,93022,3577,44.850513,Bhaktapur,Month-to-Month,6,43,3,High,138.81577018737795,-51.965770187377956,1.0
33,26,25.11,1,Attitude,Attitude of service provider,91,Fresno,3819,Month-to-Month,United States,4143-OOBWZ,Churned,0,0,Male,1,Fiber Optic,"36.793601, -119.761131",36.793601,-119.761131,1,81.3,1,0,0,Offer E,1,0,1,1,Bank Withdrawal,1,39148,0,Q3,0,2,0,California,0,0,0,5,416.3,0,125.55,0.0,541.85,0,1,93726,1617,42.075516,Bhaktapur,Month-to-Month,6,43,3,High,95.45327362060547,-14.153273620605475,1.0
45,2,45.28,0,Unknown,Unknown,77,Modesto,4864,Month-to-Month,United States,4146-SVFUD,Joined,0,0,Male,1,DSL,"37.621458, -121.012295",37.621458,-121.012295,0,44.6,0,0,0,Unknown,0,0,0,0,Mailed Check,1,47536,0,Q3,0,4,0,California,0,0,0,1,44.6,0,45.28,0.0,89.88,0,1,95351,2205,23.725515,Bhaktapur,Month-to-Month,6,43,3,High,79.68827304840087,-35.08827304840087,0.0
76,5,1.47,1,Competitor,Competitor made better offer,82,San Diego,3861,Month-to-Month,United States,4154-AQUGT,Churned,0,0,Male,1,Fiber Optic,"32.957195, -117.202542",32.957195,-117.202542,1,89.05,0,0,1,Offer D,1,0,1,1,Bank Withdrawal,1,28201,1,Q3,1,1,1,California,1,0,0,13,1169.35,0,19.11,0.0,1188.46,0,1,92130,3724,45.950516,Bhaktapur,Month-to-Month,6,43,3,High,143.4057736206055,-54.35577362060549,1.0
24,48,37.76,0,Unknown,Unknown,67,Saratoga,4769,Two Year,United States,4159-NAAIX,Stayed,0,0,Female,1,Fiber Optic,"37.257772, -122.051824",37.257772,-122.051824,0,97.45,1,0,0,Unknown,1,0,0,0,Bank Withdrawal,1,30589,0,Q3,0,3,0,California,1,1,1,63,6253.0,0,2378.88,0.0,8631.88,1,1,95070,1176,50.150517,Bhaktapur,Two Year,6,43,3,High,98.74577476501464,-1.2957747650146416,0.0
74,0,27.95,1,Attitude,Attitude of support person,83,Fellows,5432,Month-to-Month,United States,4160-AMJTL,Churned,0,0,Female,0,Fiber Optic,"35.215731, -119.57013",35.215731,-119.57013,0,19.65,0,0,0,Unknown,0,0,0,0,Bank Withdrawal,1,626,0,Q3,0,2,1,California,0,0,0,8,164.3,0,223.6,0.0,387.9,0,0,93224,3626,11.250515,Bhaktapur,Month-to-Month,6,43,3,High,89.39577247619629,-69.7457724761963,1.0
21,0,39.84,0,Unknown,Unknown,56,Los Angeles,2980,Month-to-Month,United States,4163-KIUHY,Stayed,0,0,Male,0,Fiber Optic,"34.048013, -118.293953",34.048013,-118.293953,0,25.6,1,0,0,Unknown,0,0,1,0,Bank Withdrawal,1,62784,0,Q3,0,4,0,California,0,0,0,35,901.25,0,1394.4,0.0,2295.65,1,0,90006,1029,14.225514,Bhaktapur,Month-to-Month,6,43,3,High,41.9182716178894,-16.3182716178894,0.0
49,28,32.02,1,Other,Moved,65,Beaumont,2517,One Year,United States,4174-LPGTI,Churned,0,0,Female,1,DSL,"33.946982, -116.977672",33.946982,-116.977672,1,66.5,0,0,1,Unknown,1,0,1,1,Bank Withdrawal,1,17721,1,Q3,1,3,0,California,1,1,0,41,2728.6,0,1312.82,0.0,4041.42,0,1,92223,2401,34.675514,Bhaktapur,One Year,6,43,3,High,100.03327133178712,-33.53327133178712,1.0
35,29,49.9,0,Unknown,Unknown,42,Whittier,6130,Month-to-Month,United States,4176-FXYBO,Stayed,0,1,Male,1,Fiber Optic,"33.945318, -117.992066",33.945318,-117.992066,1,109.55,1,0,9,Offer B,1,1,0,1,Bank Withdrawal,1,19109,0,Q3,1,4,0,California,1,1,1,54,6118.95,0,2694.6,0.0,8813.55,0,1,90603,1715,56.200516,Bhaktapur,Month-to-Month,6,43,3,High,118.60077362060548,-9.050773620605483,0.0
73,0,14.69,0,Unknown,Unknown,26,Elmira,6388,Two Year,United States,4176-RELJR,Stayed,0,0,Male,0,Fiber Optic,"38.349195, -121.902943",38.349195,-121.902943,0,25.1,1,0,0,Unknown,0,0,0,0,Credit Card,1,171,0,Q3,0,3,1,California,0,0,0,67,1672.15,0,984.23,0.0,2656.38,0,0,95625,3577,13.975514,Bhaktapur,Two Year,6,43,3,High,92.50327161788941,-67.4032716178894,0.0
35,6,0.0,0,Unknown,Unknown,39,Redcrest,3215,Month-to-Month,United States,4177-JPDFU,Stayed,0,0,Male,1,Cable,"40.363446, -123.835041",40.363446,-123.835041,0,34.0,0,0,0,Offer D,1,0,0,0,Credit Card,0,400,1,Q3,0,3,0,California,0,0,0,12,442.45,0,0.0,0.0,442.45,0,1,95569,1715,18.425514,Bhaktapur,Month-to-Month,6,43,3,High,61.938271331787114,-27.938271331787114,0.0
46,0,19.05,0,Unknown,Unknown,49,Durham,3196,Month-to-Month,United States,4182-BGSIQ,Stayed,1,0,Female,0,Fiber Optic,"39.607831, -121.777959",39.607831,-121.777959,1,19.8,0,1,6,Offer D,0,0,1,1,Bank Withdrawal,1,3524,0,Q3,1,3,0,California,0,0,0,10,196.75,0,190.5,0.0,387.25,0,0,95938,2254,11.325515,Bhaktapur,Month-to-Month,6,43,3,High,62.06827219009399,-42.268272190093995,0.0
30,73,6.49,0,Unknown,Unknown,57,Los Angeles,5982,Month-to-Month,United States,4183-MYFRB,Stayed,0,1,Female,1,Fiber Optic,"34.029043, -118.239504",34.029043,-118.239504,0,90.05,0,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,3012,0,Q3,0,3,0,California,1,1,0,21,1862.9,30,136.29,0.0,2029.19,0,0,90021,1470,46.450516,Bhaktapur,Month-to-Month,6,43,3,High,99.07577362060547,-9.025773620605477,0.0
46,20,34.38,1,Price,Long distance charges,72,Weaverville,3091,Month-to-Month,United States,4183-WCSEP,Churned,0,0,Male,1,Fiber Optic,"40.759401, -122.939337",40.759401,-122.939337,0,78.45,0,0,0,Unknown,1,0,1,0,Bank Withdrawal,1,3749,1,Q3,0,1,0,California,0,0,0,31,2435.15,40,1065.78,0.0,3540.93,0,0,96093,2254,40.650517,Bhaktapur,Month-to-Month,6,43,3,High,106.05577476501465,-27.605774765014644,1.0
36,13,31.79,0,Unknown,Unknown,22,Sunland,5586,Month-to-Month,United States,4188-FRABG,Stayed,0,1,Male,1,Fiber Optic,"34.282704, -118.312929",34.282704,-118.312929,1,103.05,1,0,4,Unknown,1,1,1,1,Bank Withdrawal,1,18752,1,Q3,1,4,0,California,0,0,1,57,5925.75,0,1812.03,0.0,7737.78,0,1,91040,1764,52.950516,Bhaktapur,Month-to-Month,6,43,3,High,114.70577362060547,-11.655773620605473,0.0
21,69,9.41,1,Competitor,Competitor made better offer,78,San Diego,5925,Month-to-Month,United States,4190-MFLUW,Churned,0,1,Female,1,Cable,"32.898613, -117.202937",32.898613,-117.202937,1,55.2,0,0,6,Unknown,0,0,0,1,Credit Card,1,4258,1,Q3,1,1,0,California,0,0,0,10,528.35,0,94.1,0.0,622.45,1,1,92121,1029,29.025515,Bhaktapur,Month-to-Month,6,43,3,High,64.1182719039917,-8.918271903991695,1.0
25,73,22.73,0,Unknown,Unknown,66,Oakland,4551,Month-to-Month,United States,4191-XOVOM,Stayed,0,0,Male,1,Fiber Optic,"37.828416, -122.216005",37.828416,-122.216005,0,105.4,1,0,0,Offer B,1,0,0,0,Bank Withdrawal,1,36517,1,Q3,0,4,0,California,1,1,1,63,6713.2,130,1431.99,0.0,8275.19,1,0,94611,1225,54.125515,Bhaktapur,Month-to-Month,6,43,3,High,105.68827247619629,-0.2882724761962834,0.0
27,0,35.33,0,Unknown,Unknown,67,San Pedro,6232,Two Year,United States,4193-IBKSW,Stayed,1,0,Male,0,Fiber Optic,"33.736387, -118.284363",33.736387,-118.284363,1,24.75,1,1,1,Offer A,0,0,0,1,Bank Withdrawal,1,58639,0,Q3,1,3,0,California,0,0,0,72,1769.6,0,2543.76,0.0,4313.36,1,0,90731,1323,13.800514,Bhaktapur,Two Year,6,43,3,High,47.16077133178711,-22.41077133178711,0.0
80,14,15.24,1,Competitor,Competitor had better devices,70,North Hollywood,2740,Month-to-Month,United States,4193-ORFCL,Churned,0,0,Female,1,DSL,"34.187599, -118.387125",34.187599,-118.387125,0,45.1,0,0,0,Offer E,0,0,0,0,Credit Card,1,45358,0,Q3,0,1,1,California,0,0,0,1,45.1,0,15.24,0.0,60.34,0,1,91606,3920,23.975515,Bhaktapur,Month-to-Month,6,43,3,High,114.36327304840088,-69.26327304840089,1.0
22,73,8.53,0,Unknown,Unknown,52,Albany,4798,Two Year,United States,4194-FJARJ,Stayed,1,0,Female,1,Cable,"37.890274, -122.295192",37.890274,-122.295192,1,60.0,1,3,6,Unknown,0,1,0,1,Bank Withdrawal,1,15882,1,Q3,1,3,0,California,0,0,0,54,3273.95,0,460.62,0.0,3734.57,1,1,94706,1078,31.425514,Bhaktapur,Two Year,6,43,3,High,68.69827133178711,-8.698271331787112,0.0
62,0,32.03,1,Attitude,Attitude of support person,65,Hydesville,5627,Month-to-Month,United States,4195-SMMNX,Churned,0,0,Male,0,Fiber Optic,"40.557314, -124.081662",40.557314,-124.081662,0,20.35,0,0,0,Unknown,0,0,0,0,Mailed Check,1,1201,0,Q3,0,2,0,California,0,0,0,2,33.2,0,64.06,0.0,97.26,0,0,95547,3038,11.600514,Bhaktapur,Month-to-Month,6,43,3,High,78.1607716178894,-57.810771617889394,1.0
58,19,0.0,0,Unknown,Unknown,30,Stanford,2990,One Year,United States,4198-VFOEA,Stayed,0,0,Female,1,DSL,"37.424342, -122.165641",37.424342,-122.165641,0,33.6,0,0,0,Unknown,0,1,1,0,Mailed Check,0,13386,1,Q3,0,3,0,California,0,0,0,12,435.45,0,0.0,0.0,435.45,0,1,94305,2842,18.225515,Bhaktapur,One Year,6,43,3,High,84.17827304840088,-50.57827304840088,0.0
72,17,48.68,0,Unknown,Unknown,52,Bass Lake,5869,Two Year,United States,4199-QHJNM,Stayed,0,0,Male,1,Fiber Optic,"37.458367, -119.345011",37.458367,-119.345011,1,102.9,1,0,9,Offer A,1,0,0,1,Bank Withdrawal,1,613,1,Q3,1,3,1,California,1,1,1,67,6989.7,0,3261.56,0.0,10251.26,0,1,93604,3528,52.875515,Bhaktapur,Two Year,6,43,3,High,149.8732724761963,-46.973272476196286,0.0
66,22,26.22,1,Dissatisfaction,Service dissatisfaction,87,Lucerne Valley,5527,Month-to-Month,United States,4201-JMNGR,Churned,0,1,Female,1,Cable,"34.508417, -116.856103",34.508417,-116.856103,0,55.8,0,0,0,Offer E,0,1,1,0,Bank Withdrawal,1,5256,0,Q3,0,1,1,California,0,0,0,1,55.8,0,26.22,0.0,82.02,0,1,92356,3234,29.325514,Bhaktapur,Month-to-Month,6,43,3,High,108.66827075958253,-52.86827075958253,1.0
27,0,26.09,0,Unknown,Unknown,54,Los Angeles,4476,Month-to-Month,United States,4203-QGNZA,Stayed,1,0,Female,0,Fiber Optic,"34.029043, -118.239504",34.029043,-118.239504,0,20.25,0,3,0,Unknown,0,0,0,0,Credit Card,1,3012,0,Q3,0,5,0,California,0,0,0,28,535.35,0,730.52,0.0,1265.87,1,0,90021,1323,11.550514,Bhaktapur,Month-to-Month,6,43,3,High,43.78577133178711,-23.53577133178711,0.0
80,11,26.62,1,Other,Don't know,84,Byron,5900,Month-to-Month,United States,4208-UFFGW,Churned,0,0,Male,1,DSL,"37.83323, -121.601461",37.83323,-121.601461,0,44.95,0,0,0,Offer E,0,0,0,0,Credit Card,1,10153,0,Q3,0,2,1,California,0,0,0,2,85.15,0,53.24,0.0,138.39,0,1,94514,3920,23.900515,Bhaktapur,Month-to-Month,6,43,3,High,114.2507719039917,-69.3007719039917,1.0
41,23,36.91,1,Competitor,Competitor made better offer,68,Fallbrook,5762,Month-to-Month,United States,4210-QFJMF,Churned,0,0,Female,1,Fiber Optic,"33.362575, -117.299644",33.362575,-117.299644,0,79.15,0,0,0,Offer E,0,0,1,0,Bank Withdrawal,1,42239,0,Q3,0,1,0,California,1,1,0,4,317.25,0,147.64,0.0,464.89,0,1,92028,2009,41.000515,Bhaktapur,Month-to-Month,6,43,3,High,101.6807724761963,-22.53077247619629,1.0
41,0,23.16,1,Attitude,Attitude of support person,89,Vacaville,2959,Month-to-Month,United States,4211-MMAZN,Churned,0,0,Male,0,Fiber Optic,"38.419088, -122.024568",38.419088,-122.024568,0,20.25,0,0,0,Offer E,0,0,0,0,Mailed Check,1,32564,0,Q3,0,1,0,California,0,0,0,1,20.25,0,23.16,0.0,43.41,0,0,95688,2009,11.550514,Bhaktapur,Month-to-Month,6,43,3,High,57.50577133178711,-37.25577133178711,1.0
60,0,36.5,0,Unknown,Unknown,39,Martinez,3378,Two Year,United States,4213-HKBJO,Stayed,0,0,Female,0,Fiber Optic,"38.014457, -122.115432",38.014457,-122.115432,0,25.7,1,0,0,Unknown,0,0,0,0,Credit Card,1,46677,0,Q3,0,4,0,California,0,0,0,33,826.1,0,1204.5,0.0,2030.6,0,0,94553,2940,14.275515,Bhaktapur,Two Year,6,43,3,High,80.21327190399171,-54.51327190399171,0.0
55,15,30.88,0,Unknown,Unknown,51,San Bernardino,3302,One Year,United States,4223-BKEOR,Stayed,0,1,Female,1,DSL,"34.122501, -117.320138",34.122501,-117.320138,0,64.85,0,0,0,Offer D,0,1,0,0,Mailed Check,1,23146,0,Q3,0,3,0,California,1,1,0,21,1336.8,0,648.48,0.0,1985.28,0,1,92411,2695,33.850513,Bhaktapur,One Year,6,43,3,High,104.67577018737794,-39.82577018737794,0.0
47,16,20.15,0,Unknown,Unknown,67,El Centro,4156,One Year,United States,4227-OJHAL,Stayed,1,1,Female,1,DSL,"32.770393, -115.60915",32.770393,-115.60915,1,73.0,1,2,8,Unknown,1,1,1,1,Credit Card,1,43712,0,Q3,1,4,0,California,0,0,1,68,5163.0,0,1370.2,0.0,6533.2,0,1,92243,2303,37.925514,Bhaktapur,One Year,6,43,3,High,102.94827133178711,-29.94827133178711,0.0
49,11,6.32,1,Dissatisfaction,Service dissatisfaction,87,Salinas,4160,Month-to-Month,United States,4229-CZMLL,Churned,0,0,Male,1,Fiber Optic,"36.64152, -121.622188",36.64152,-121.622188,0,74.9,1,0,0,Unknown,0,0,1,0,Bank Withdrawal,1,35739,0,Q3,0,1,0,California,0,0,0,6,469.8,0,37.92,0.0,507.72,0,1,93901,2401,38.875515,Bhaktapur,Month-to-Month,6,43,3,High,106.3332724761963,-31.433272476196294,1.0
37,0,12.58,0,Unknown,Unknown,22,Larkspur,5613,Two Year,United States,4231-LZUYM,Stayed,0,0,Female,0,Fiber Optic,"37.937082, -122.532369",37.937082,-122.532369,1,25.65,1,0,4,Unknown,0,0,0,1,Bank Withdrawal,1,6773,0,Q3,1,5,0,California,0,0,0,72,1887.0,0,905.76,0.0,2792.76,0,0,94939,1813,14.250515,Bhaktapur,Two Year,6,43,3,High,57.63577247619629,-31.98577247619629,0.0
22,0,26.37,0,Unknown,Unknown,27,Los Angeles,2716,Month-to-Month,United States,4232-JGKIY,Joined,0,0,Male,0,Fiber Optic,"34.00709, -118.258681",34.00709,-118.258681,0,19.2,0,0,0,Unknown,0,0,0,0,Bank Withdrawal,1,101215,0,Q3,0,4,0,California,0,0,0,1,19.2,0,26.37,0.0,45.57,1,0,90011,1078,11.025515,Bhaktapur,Month-to-Month,6,43,3,High,38.0982719039917,-18.898271903991702,0.0
45,25,9.23,1,Other,Moved,74,Dunnigan,2283,Month-to-Month,United States,4236-XPXAV,Churned,0,0,Female,1,Fiber Optic,"38.931425, -121.946081",38.931425,-121.946081,1,99.15,0,0,1,Unknown,1,0,1,1,Mailed Check,1,19,1,Q3,1,2,0,California,1,1,1,5,465.05,0,46.15,0.0,511.2,0,1,95937,2205,51.000515,Bhaktapur,Month-to-Month,6,43,3,High,120.60077247619628,-21.450772476196278,1.0
45,0,34.38,0,Unknown,Unknown,77,Highland,4823,Month-to-Month,United States,4237-CLSMM,Joined,0,0,Male,0,Fiber Optic,"34.129677, -117.154277",34.129677,-117.154277,1,20.0,0,0,10,Unknown,0,0,0,1,Mailed Check,1,48245,0,Q3,1,4,0,California,0,0,0,2,38.0,0,68.76,0.0,106.76,0,0,92346,2205,11.425514,Bhaktapur,Month-to-Month,6,43,3,High,61.23827133178711,-41.23827133178711,0.0
58,12,44.75,1,Attitude,Attitude of support person,94,Callahan,5930,Month-to-Month,United States,4237-RLAQD,Churned,0,0,Male,1,Cable,"41.388397, -122.794636",41.388397,-122.794636,0,45.85,0,0,0,Offer E,0,0,1,0,Credit Card,1,290,0,Q3,0,2,0,California,0,0,0,1,45.85,0,44.75,0.0,90.6,0,1,96014,2842,24.350515,Bhaktapur,Month-to-Month,6,43,3,High,93.36577304840088,-47.51577304840088,1.0
